year,artist,track,time,genre,week,rank,date
2000,"Dixie Chicks, The",Without You,03:32,Country,3,63,21/10/2000
2000,"Jean, Wyclef",911,04:00,Rap,3,64,21/10/2000
2000,Papa Roach,Last Resort,03:19,Rock,13,65,21/10/2000
2000,Changing Faces,That Other Woman,04:00,Rock,4,66,21/10/2000
2000,"Vassar, Phil",Just Another Day In Paradise,03:54,Country,4,67,21/10/2000
2000,"Paisley, Brad",We Danced,03:45,Country,2,68,21/10/2000
2000,Lonestar,What About Now,03:30,Country,20,69,21/10/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,24,7,21/10/2000
2000,SheDaisy,I Will.. But,03:40,Country,15,70,21/10/2000
2000,Beenie Man,Girls Dem Sugar,04:17,Reggae,1,72,21/10/2000
2000,"McGraw, Tim",My Next Thirty Years,03:37,Country,1,73,21/10/2000
2000,Red Hot Chili Peppers,Californication,05:21,Rock,13,74,21/10/2000
2000,"Chesney, Kenny",I Lost It,03:54,Country,1,75,21/10/2000
2000,3 Doors Down,Loser,04:24,Rock,1,76,21/10/2000
2000,"Evans, Sara",Born To Fly,05:36,Country,1,77,21/10/2000
2000,"Rimes, LeAnn",Can't Fight The Moonlight,03:33,Country,7,78,21/10/2000
2000,Third Eye Blind,Deep Inside Of You,04:10,Rock,8,79,21/10/2000
2000,Janet,Doesn't Really Matter,04:17,Rock,19,8,21/10/2000
2000,"Jackson, Alan",It Must Be Love,02:53,Country,18,80,21/10/2000
2000,"Anthony, Marc",My Baby You,03:59,Latin,6,81,21/10/2000
2000,"Thomas, Carl",Summer Rain,04:57,Rock,5,82,21/10/2000
2000,Musiq,Just Friends (Sunny),04:02,Rap,2,83,21/10/2000
2000,Joe,Treat Her Like A Lady,04:12,Rock,12,84,21/10/2000
2000,Jay-Z,Hey Papi,03:40,Rap,11,85,21/10/2000
2000,"Price, Kelly",You Should've Told Me,03:12,Rock,5,86,21/10/2000
2000,DMX,What You Want,04:05,Rap,17,87,21/10/2000
2000,"Loveless, Patty",That's The Kind Of Mood I'm In,03:27,Country,6,88,21/10/2000
2000,Eminem,The Way I Am,04:40,Rap,9,89,21/10/2000
2000,"Badu, Erkyah",Bag Lady,05:03,Rock,10,9,21/10/2000
2000,"Henley, Don",Taking You Home,04:08,Rock,18,90,21/10/2000
2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,03:45,Country,5,91,21/10/2000
2000,"Diffie, Joe",It's Always Somethin',02:55,Country,11,92,21/10/2000
2000,Sister Hazel,Change Your Mind,04:02,Rock,15,93,21/10/2000
2000,Cam'ron,What Means The World To You,04:38,Rap,2,94,21/10/2000
2000,Lil' Zane,Callin' Me,03:43,Rap,13,95,21/10/2000
2000,"Urban, Keith",Your Everything,04:10,Country,15,96,21/10/2000
2000,"Gilman, Billy",One Voice,04:07,Country,19,97,21/10/2000
2000,Madison Avenue,Don't Call Me Baby,03:44,Electronica,16,98,21/10/2000
2000,"Cagle, Chris",My Love Goes On And On,03:02,Country,1,99,21/10/2000
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38,Rock,13,1,28/10/2000
2000,"Mumba, Samantha",Gotta Tell You,03:19,Rock,8,10,28/10/2000
2000,"Urban, Keith",Your Everything,04:10,Country,16,100,28/10/2000
2000,N'Sync,This I Promise You,04:23,Rock,5,11,28/10/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,27,12,28/10/2000
2000,Mystikal,Shake Ya Ass,04:46,Rap,12,13,28/10/2000
2000,Profyle,Liar,03:57,R&B,7,14,28/10/2000
2000,Destiny's Child,Independent Women Part I,03:38,Rock,6,15,28/10/2000
2000,Mya,Case Of The Ex (Whatcha Gonna Do),03:50,Rock,11,17,28/10/2000
2000,Everclear,Wonderful,04:30,Rock,17,18,28/10/2000
2000,matchbox twenty,Bent,04:12,Rock,27,19,28/10/2000
2000,Madonna,Music,03:45,Rock,12,2,28/10/2000
2000,Janet,Doesn't Really Matter,04:17,Rock,20,20,28/10/2000
2000,"Martin, Ricky",She Bangs,04:02,Latin,4,21,28/10/2000
2000,Ja Rule,Between Me And You,04:05,Rap,7,22,28/10/2000
2000,Ruff Endz,No More,03:56,Rock,18,23,28/10/2000
2000,"Backstreet Boys, The",Shape Of My Heart,03:49,Rock,3,24,28/10/2000
2000,"Rimes, LeAnn",I Need You,03:42,Country,23,25,28/10/2000
2000,Vertical Horizon,You're A God,03:45,Rock,10,26,28/10/2000
2000,Lil Bow Wow,Bounce With Me,03:22,Rap,11,27,28/10/2000
2000,Kandi,Don't Think I'm Not,03:50,Rock,13,28,28/10/2000
2000,Barenaked Ladies,Pinch Me,03:46,Rock,8,29,28/10/2000
2000,Creed,With Arms Wide Open,03:52,Rock,25,3,28/10/2000
2000,SoulDecision,Faded,03:25,Rock,17,30,28/10/2000
2000,"Tritt, Travis",Best Of Intentions,04:15,Country,11,33,28/10/2000
2000,Bon Jovi,It's My Life,03:44,Rock,12,34,28/10/2000
2000,"Montgomery, John Michael",The Little Girl,03:52,Country,8,35,28/10/2000
2000,BBMak,Back Here,03:35,Rock,27,36,28/10/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,33,37,28/10/2000
2000,Creed,Higher,05:16,Rock,60,39,28/10/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,30,4,28/10/2000
2000,"Strait, George",Go On,03:48,Country,10,40,28/10/2000
2000,Nine Days,Absolutely (Story Of A Girl),03:09,Rock,26,41,28/10/2000
2000,Sting,Desert Rose,03:52,Rock,25,42,28/10/2000
2000,Baha Men,Who Let The Dogs Out,03:17,R&B,15,44,28/10/2000
2000,Joe,I Wanna Know,04:57,Rock,44,45,28/10/2000
2000,"Tippin, Aaron",Kiss This,02:53,Country,10,46,28/10/2000
2000,Dream,He Loves U Not,03:43,Rock,5,47,28/10/2000
2000,"Hill, Faith",Breathe,04:04,Rap,52,48,28/10/2000
2000,Ludacris,What's Your Fantasy,04:16,Rap,5,49,28/10/2000
2000,Pink,Most Girls,04:06,Rock,12,5,28/10/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,41,50,28/10/2000
2000,"Messina, Jo Dee",That's The Way,03:17,Country,19,51,28/10/2000
2000,"Paisley, Brad",We Danced,03:45,Country,3,52,28/10/2000
2000,"Vassar, Phil",Just Another Day In Paradise,03:54,Country,5,53,28/10/2000
2000,"Gill, Vince",Feels Like Love,04:13,Country,9,54,28/10/2000
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23,R&B,10,55,28/10/2000
2000,"Dixie Chicks, The",Without You,03:32,Country,4,56,28/10/2000
2000,Shyne,Bad Boyz,04:22,Rap,8,57,28/10/2000
2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),03:50,Rap,1,58,28/10/2000
2000,"Adams, Yolanda",Open My Heart,05:30,Gospel,10,59,28/10/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,25,6,28/10/2000
2000,"McBride, Martina",There You Are,03:26,Country,8,60,28/10/2000
2000,"Jean, Wyclef",911,04:00,Rap,4,61,28/10/2000
2000,"McGraw, Tim",My Next Thirty Years,03:37,Country,2,62,28/10/2000
2000,"Braxton, Toni",Just Be A Man About It,04:10,Rock,14,63,28/10/2000
2000,Changing Faces,That Other Woman,04:00,Rock,5,64,28/10/2000
2000,Musiq,Just Friends (Sunny),04:02,Rap,3,65,28/10/2000
2000,Papa Roach,Last Resort,03:19,Rock,14,66,28/10/2000
2000,"Chesney, Kenny",I Lost It,03:54,Country,2,67,28/10/2000
2000,"Hill, Faith",Let's Make Love,04:11,Rap,12,69,28/10/2000
2000,98Á,Give Me Just One Night (Una Noche),03:24,Rock,11,7,28/10/2000
2000,Common,The Light,03:55,Rap,13,70,28/10/2000
2000,"Evans, Sara",Born To Fly,05:36,Country,2,71,28/10/2000
2000,Beenie Man,Girls Dem Sugar,04:17,Reggae,2,72,28/10/2000
2000,"Wallflowers, The",Sleepwalker,03:29,Rock,1,73,28/10/2000
2000,"Anthony, Marc",My Baby You,03:59,Latin,7,74,28/10/2000
2000,Red Hot Chili Peppers,Californication,05:21,Rock,14,75,28/10/2000
2000,3 Doors Down,Loser,04:24,Rock,2,76,28/10/2000
2000,"Rimes, LeAnn",Can't Fight The Moonlight,03:33,Country,8,78,28/10/2000
2000,"Price, Kelly",You Should've Told Me,03:12,Rock,6,79,28/10/2000
2000,"Badu, Erkyah",Bag Lady,05:03,Rock,11,8,28/10/2000
2000,SheDaisy,I Will.. But,03:40,Country,16,80,28/10/2000
2000,"Keith, Toby",Country Comes To Town,03:39,Country,13,81,28/10/2000
2000,"Loveless, Patty",That's The Kind Of Mood I'm In,03:27,Country,7,82,28/10/2000
2000,"Thomas, Carl",Summer Rain,04:57,Rock,6,83,28/10/2000
2000,"Jackson, Alan",It Must Be Love,02:53,Country,19,84,28/10/2000
2000,Joe,Treat Her Like A Lady,04:12,Rock,13,85,28/10/2000
2000,Eminem,The Way I Am,04:40,Rap,10,86,28/10/2000
2000,"Henley, Don",Taking You Home,04:08,Rock,19,87,28/10/2000
2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,03:45,Country,6,88,28/10/2000
2000,DMX,What You Want,04:05,Rap,18,89,28/10/2000
2000,Sisqo,Incomplete,03:52,Rock,19,9,28/10/2000
2000,Third Eye Blind,Deep Inside Of You,04:10,Rock,9,90,28/10/2000
2000,Jay-Z,Hey Papi,03:40,Rap,12,91,28/10/2000
2000,"Diffie, Joe",It's Always Somethin',02:55,Country,12,92,28/10/2000
2000,Madison Avenue,Don't Call Me Baby,03:44,Electronica,17,93,28/10/2000
2000,"Cagle, Chris",My Love Goes On And On,03:02,Country,2,94,28/10/2000
2000,Sister Hazel,Change Your Mind,04:02,Rock,16,95,28/10/2000
2000,Cam'ron,What Means The World To You,04:38,Rap,3,96,28/10/2000
2000,"Houston, Whitney",Could I Have This Kiss Forever,03:54,Rock,20,97,28/10/2000
2000,"Moore, Chante",Straight Up,03:40,Rock,1,98,28/10/2000
2000,Fragma,Toca's Miracle,03:22,R&B,1,99,28/10/2000
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38,Rock,14,1,04/11/2000
2000,Mya,Case Of The Ex (Whatcha Gonna Do),03:50,Rock,12,10,04/11/2000
2000,Sister Hazel,Change Your Mind,04:02,Rock,17,100,04/11/2000
2000,"Badu, Erkyah",Bag Lady,05:03,Rock,12,11,04/11/2000
2000,Mystikal,Shake Ya Ass,04:46,Rap,13,13,04/11/2000
2000,Sisqo,Incomplete,03:52,Rock,20,14,04/11/2000
2000,"Backstreet Boys, The",Shape Of My Heart,03:49,Rock,4,15,04/11/2000
2000,Ja Rule,Between Me And You,04:05,Rap,8,16,04/11/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,28,17,04/11/2000
2000,"Martin, Ricky",She Bangs,04:02,Latin,5,18,04/11/2000
2000,Profyle,Liar,03:57,R&B,8,19,04/11/2000
2000,Madonna,Music,03:45,Rock,13,2,04/11/2000
2000,matchbox twenty,Bent,04:12,Rock,28,20,04/11/2000
2000,Ruff Endz,No More,03:56,Rock,19,21,04/11/2000
2000,98Á,Give Me Just One Night (Una Noche),03:24,Rock,12,22,04/11/2000
2000,Vertical Horizon,You're A God,03:45,Rock,11,23,04/11/2000
2000,Janet,Doesn't Really Matter,04:17,Rock,21,25,04/11/2000
2000,Barenaked Ladies,Pinch Me,03:46,Rock,9,26,04/11/2000
2000,Everclear,Wonderful,04:30,Rock,18,28,04/11/2000
2000,Kandi,Don't Think I'm Not,03:50,Rock,14,29,04/11/2000
2000,Creed,With Arms Wide Open,03:52,Rock,26,3,04/11/2000
2000,"Rimes, LeAnn",I Need You,03:42,Country,24,30,04/11/2000
2000,"Tritt, Travis",Best Of Intentions,04:15,Country,12,31,04/11/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,34,33,04/11/2000
2000,SoulDecision,Faded,03:25,Rock,18,34,04/11/2000
2000,"Montgomery, John Michael",The Little Girl,03:52,Country,9,35,04/11/2000
2000,Lil Bow Wow,Bounce With Me,03:22,Rap,12,36,04/11/2000
2000,BBMak,Back Here,03:35,Rock,28,37,04/11/2000
2000,Bon Jovi,It's My Life,03:44,Rock,13,39,04/11/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,31,4,04/11/2000
2000,Ludacris,What's Your Fantasy,04:16,Rap,6,40,04/11/2000
2000,Baha Men,Who Let The Dogs Out,03:17,R&B,16,41,04/11/2000
2000,Dream,He Loves U Not,03:43,Rock,6,42,04/11/2000
2000,Creed,Higher,05:16,Rock,61,43,04/11/2000
2000,"Strait, George",Go On,03:48,Country,11,44,04/11/2000
2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),03:50,Rap,2,45,04/11/2000
2000,"Vassar, Phil",Just Another Day In Paradise,03:54,Country,6,46,04/11/2000
2000,"Hill, Faith",Breathe,04:04,Rap,53,47,04/11/2000
2000,Nine Days,Absolutely (Story Of A Girl),03:09,Rock,27,48,04/11/2000
2000,Sting,Desert Rose,03:52,Rock,26,49,04/11/2000
2000,Pink,Most Girls,04:06,Rock,13,5,04/11/2000
2000,"Dixie Chicks, The",Without You,03:32,Country,5,50,04/11/2000
2000,"Tippin, Aaron",Kiss This,02:53,Country,11,51,04/11/2000
2000,"Paisley, Brad",We Danced,03:45,Country,4,52,04/11/2000
2000,"Jean, Wyclef",911,04:00,Rap,5,53,04/11/2000
2000,"Gill, Vince",Feels Like Love,04:13,Country,10,54,04/11/2000
2000,Musiq,Just Friends (Sunny),04:02,Rap,4,55,04/11/2000
2000,"McGraw, Tim",My Next Thirty Years,03:37,Country,3,56,04/11/2000
2000,"Messina, Jo Dee",That's The Way,03:17,Country,20,59,04/11/2000
2000,N'Sync,This I Promise You,04:23,Rock,6,6,04/11/2000
2000,"McBride, Martina",There You Are,03:26,Country,9,60,04/11/2000
2000,"Chesney, Kenny",I Lost It,03:54,Country,3,61,04/11/2000
2000,Papa Roach,Last Resort,03:19,Rock,15,62,04/11/2000
2000,Beenie Man,Girls Dem Sugar,04:17,Reggae,3,63,04/11/2000
2000,"Evans, Sara",Born To Fly,05:36,Country,3,64,04/11/2000
2000,"Braxton, Toni",Just Be A Man About It,04:10,Rock,15,65,04/11/2000
2000,"Adams, Yolanda",Open My Heart,05:30,Gospel,11,66,04/11/2000
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23,R&B,11,67,04/11/2000
2000,Usher,Pop Ya Collar,03:36,Rock,1,68,04/11/2000
2000,Destiny's Child,Independent Women Part I,03:38,Rock,7,7,04/11/2000
2000,Avant,My First Love,04:28,Rock,1,70,04/11/2000
2000,Shyne,Bad Boyz,04:22,Rap,9,71,04/11/2000
2000,3 Doors Down,Loser,04:24,Rock,3,72,04/11/2000
2000,"Wallflowers, The",Sleepwalker,03:29,Rock,2,73,04/11/2000
2000,"Jackson, Alan",www.memory,02:36,Country,1,75,04/11/2000
2000,Changing Faces,That Other Woman,04:00,Rock,6,76,04/11/2000
2000,Red Hot Chili Peppers,Californication,05:21,Rock,15,77,04/11/2000
2000,Eminem,Stan,05:26,Rap,1,78,04/11/2000
2000,"Price, Kelly",You Should've Told Me,03:12,Rock,7,79,04/11/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,26,8,04/11/2000
2000,"Anthony, Marc",My Baby You,03:59,Latin,8,80,04/11/2000
2000,"Loveless, Patty",That's The Kind Of Mood I'm In,03:27,Country,8,81,04/11/2000
2000,Common,The Light,03:55,Rap,14,82,04/11/2000
2000,"Rimes, LeAnn",Can't Fight The Moonlight,03:33,Country,9,83,04/11/2000
2000,"Thomas, Carl",Summer Rain,04:57,Rock,7,84,04/11/2000
2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,03:45,Country,7,85,04/11/2000
2000,SheDaisy,I Will.. But,03:40,Country,17,86,04/11/2000
2000,"Henley, Don",Taking You Home,04:08,Rock,20,87,04/11/2000
2000,"Hill, Faith",Let's Make Love,04:11,Rap,13,88,04/11/2000
2000,"Jackson, Alan",It Must Be Love,02:53,Country,20,89,04/11/2000
2000,"Mumba, Samantha",Gotta Tell You,03:19,Rock,9,9,04/11/2000
2000,Joe,Treat Her Like A Lady,04:12,Rock,14,90,04/11/2000
2000,Cam'ron,What Means The World To You,04:38,Rap,4,91,04/11/2000
2000,Madison Avenue,Don't Call Me Baby,03:44,Electronica,18,92,04/11/2000
2000,Jay-Z,Hey Papi,03:40,Rap,13,93,04/11/2000
2000,"Cagle, Chris",My Love Goes On And On,03:02,Country,3,94,04/11/2000
2000,"Keith, Toby",Country Comes To Town,03:39,Country,14,95,04/11/2000
2000,Third Eye Blind,Deep Inside Of You,04:10,Rock,10,97,04/11/2000
2000,"Moore, Chante",Straight Up,03:40,Rock,2,98,04/11/2000
2000,DMX,What You Want,04:05,Rap,19,99,04/11/2000
2000,Creed,With Arms Wide Open,03:52,Rock,27,1,11/11/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,27,10,11/11/2000
2000,DMX,What You Want,04:05,Rap,20,100,11/11/2000
2000,"Backstreet Boys, The",Shape Of My Heart,03:49,Rock,5,12,11/11/2000
2000,Mystikal,Shake Ya Ass,04:46,Rap,14,13,11/11/2000
2000,Ja Rule,Between Me And You,04:05,Rap,9,14,11/11/2000
2000,"Badu, Erkyah",Bag Lady,05:03,Rock,13,15,11/11/2000
2000,"Martin, Ricky",She Bangs,04:02,Latin,6,16,11/11/2000
2000,Sisqo,Incomplete,03:52,Rock,21,17,11/11/2000
2000,Ruff Endz,No More,03:56,Rock,20,18,11/11/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,29,19,11/11/2000
2000,Madonna,Music,03:45,Rock,14,2,11/11/2000
2000,matchbox twenty,Bent,04:12,Rock,29,20,11/11/2000
2000,Vertical Horizon,You're A God,03:45,Rock,12,23,11/11/2000
2000,Profyle,Liar,03:57,R&B,9,24,11/11/2000
2000,Barenaked Ladies,Pinch Me,03:46,Rock,10,25,11/11/2000
2000,Kandi,Don't Think I'm Not,03:50,Rock,15,27,11/11/2000
2000,"Tritt, Travis",Best Of Intentions,04:15,Country,13,28,11/11/2000
2000,98Á,Give Me Just One Night (Una Noche),03:24,Rock,13,29,11/11/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,32,3,11/11/2000
2000,SoulDecision,Faded,03:25,Rock,19,31,11/11/2000
2000,Dream,He Loves U Not,03:43,Rock,7,32,11/11/2000
2000,Ludacris,What's Your Fantasy,04:16,Rap,7,33,11/11/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,35,34,11/11/2000
2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),03:50,Rap,3,35,11/11/2000
2000,Everclear,Wonderful,04:30,Rock,19,36,11/11/2000
2000,Janet,Doesn't Really Matter,04:17,Rock,22,37,11/11/2000
2000,"Montgomery, John Michael",The Little Girl,03:52,Country,10,38,11/11/2000
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38,Rock,15,4,11/11/2000
2000,Lil Bow Wow,Bounce With Me,03:22,Rap,13,40,11/11/2000
2000,"Rimes, LeAnn",I Need You,03:42,Country,25,41,11/11/2000
2000,BBMak,Back Here,03:35,Rock,29,42,11/11/2000
2000,"Vassar, Phil",Just Another Day In Paradise,03:54,Country,7,43,11/11/2000
2000,Bon Jovi,It's My Life,03:44,Rock,14,44,11/11/2000
2000,"Paisley, Brad",We Danced,03:45,Country,5,45,11/11/2000
2000,"Strait, George",Go On,03:48,Country,12,46,11/11/2000
2000,Creed,Higher,05:16,Rock,62,47,11/11/2000
2000,"Jean, Wyclef",911,04:00,Rap,6,48,11/11/2000
2000,"Dixie Chicks, The",Without You,03:32,Country,6,49,11/11/2000
2000,Destiny's Child,Independent Women Part I,03:38,Rock,8,5,11/11/2000
2000,Baha Men,Who Let The Dogs Out,03:17,R&B,17,51,11/11/2000
2000,"McGraw, Tim",My Next Thirty Years,03:37,Country,4,52,11/11/2000
2000,"Gill, Vince",Feels Like Love,04:13,Country,11,53,11/11/2000
2000,Musiq,Just Friends (Sunny),04:02,Rap,5,54,11/11/2000
2000,Beenie Man,Girls Dem Sugar,04:17,Reggae,4,56,11/11/2000
2000,"Evans, Sara",Born To Fly,05:36,Country,4,57,11/11/2000
2000,"Chesney, Kenny",I Lost It,03:54,Country,4,58,11/11/2000
2000,"Jackson, Alan",www.memory,02:36,Country,2,59,11/11/2000
2000,Pink,Most Girls,04:06,Rock,14,6,11/11/2000
2000,"Tippin, Aaron",Kiss This,02:53,Country,12,60,11/11/2000
2000,Avant,My First Love,04:28,Rock,2,62,11/11/2000
2000,"McBride, Martina",There You Are,03:26,Country,10,63,11/11/2000
2000,Usher,Pop Ya Collar,03:36,Rock,2,64,11/11/2000
2000,Changing Faces,That Other Woman,04:00,Rock,7,65,11/11/2000
2000,Papa Roach,Last Resort,03:19,Rock,16,66,11/11/2000
2000,Eminem,Stan,05:26,Rap,2,67,11/11/2000
2000,"Adams, Yolanda",Open My Heart,05:30,Gospel,12,68,11/11/2000
2000,3 Doors Down,Loser,04:24,Rock,4,69,11/11/2000
2000,N'Sync,This I Promise You,04:23,Rock,7,7,11/11/2000
2000,Red Hot Chili Peppers,Californication,05:21,Rock,16,71,11/11/2000
2000,"Braxton, Toni",Just Be A Man About It,04:10,Rock,16,72,11/11/2000
2000,"Loveless, Patty",That's The Kind Of Mood I'm In,03:27,Country,9,73,11/11/2000
2000,"Wallflowers, The",Sleepwalker,03:29,Rock,3,74,11/11/2000
2000,"Price, Kelly",You Should've Told Me,03:12,Rock,8,75,11/11/2000
2000,"Anthony, Marc",My Baby You,03:59,Latin,9,76,11/11/2000
2000,Limp Bizkit,Rollin',04:04,Rock,1,77,11/11/2000
2000,Shyne,Bad Boyz,04:22,Rap,10,78,11/11/2000
2000,"Rimes, LeAnn",Can't Fight The Moonlight,03:33,Country,10,79,11/11/2000
2000,"Mumba, Samantha",Gotta Tell You,03:19,Rock,10,8,11/11/2000
2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,03:45,Country,8,80,11/11/2000
2000,SheDaisy,I Will.. But,03:40,Country,18,81,11/11/2000
2000,"Thomas, Carl",Summer Rain,04:57,Rock,8,82,11/11/2000
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23,R&B,12,83,11/11/2000
2000,Cam'ron,What Means The World To You,04:38,Rap,5,84,11/11/2000
2000,Common,The Light,03:55,Rap,15,86,11/11/2000
2000,"Cagle, Chris",My Love Goes On And On,03:02,Country,4,87,11/11/2000
2000,Jay-Z,Hey Papi,03:40,Rap,14,88,11/11/2000
2000,Joe,Treat Her Like A Lady,04:12,Rock,15,89,11/11/2000
2000,Mya,Case Of The Ex (Whatcha Gonna Do),03:50,Rock,13,9,11/11/2000
2000,Madison Avenue,Don't Call Me Baby,03:44,Electronica,19,90,11/11/2000
2000,"Hill, Faith",Let's Make Love,04:11,Rap,14,91,11/11/2000
2000,Funkmaster Flex,Do You,04:14,Rap,1,92,11/11/2000
2000,"Keith, Toby",Country Comes To Town,03:39,Country,15,93,11/11/2000
2000,"Moore, Mandy",I Wanna Be With You,04:12,Pop,22,93,11/11/2000
2000,Third Eye Blind,Deep Inside Of You,04:10,Rock,11,95,11/11/2000
2000,"Sheist, Shade",Where I Wanna Be,04:16,Rap,1,96,11/11/2000
2000,"Moore, Chante",Straight Up,03:40,Rock,3,97,11/11/2000
2000,Sister Hazel,Change Your Mind,04:02,Rock,18,98,11/11/2000
2000,"Diffie, Joe",It's Always Somethin',02:55,Country,14,99,11/11/2000
2000,Destiny's Child,Independent Women Part I,03:38,Rock,9,1,18/11/2000
2000,"Diffie, Joe",It's Always Somethin',02:55,Country,15,100,18/11/2000
2000,Ja Rule,Between Me And You,04:05,Rap,10,11,18/11/2000
2000,"Backstreet Boys, The",Shape Of My Heart,03:49,Rock,6,12,18/11/2000
2000,"Martin, Ricky",She Bangs,04:02,Latin,7,13,18/11/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,28,15,18/11/2000
2000,Barenaked Ladies,Pinch Me,03:46,Rock,11,16,18/11/2000
2000,Mystikal,Shake Ya Ass,04:46,Rap,15,17,18/11/2000
2000,Ruff Endz,No More,03:56,Rock,21,19,18/11/2000
2000,Creed,With Arms Wide Open,03:52,Rock,28,2,18/11/2000
2000,Sisqo,Incomplete,03:52,Rock,22,20,18/11/2000
2000,"Badu, Erkyah",Bag Lady,05:03,Rock,14,21,18/11/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,30,23,18/11/2000
2000,matchbox twenty,Bent,04:12,Rock,30,24,18/11/2000
2000,Vertical Horizon,You're A God,03:45,Rock,13,25,18/11/2000
2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),03:50,Rap,4,26,18/11/2000
2000,Dream,He Loves U Not,03:43,Rock,8,27,18/11/2000
2000,"Tritt, Travis",Best Of Intentions,04:15,Country,14,28,18/11/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,33,3,18/11/2000
2000,Kandi,Don't Think I'm Not,03:50,Rock,16,31,18/11/2000
2000,Ludacris,What's Your Fantasy,04:16,Rap,8,32,18/11/2000
2000,Profyle,Liar,03:57,R&B,10,33,18/11/2000
2000,SoulDecision,Faded,03:25,Rock,20,34,18/11/2000
2000,98Á,Give Me Just One Night (Una Noche),03:24,Rock,14,36,18/11/2000
2000,"Montgomery, John Michael",The Little Girl,03:52,Country,11,37,18/11/2000
2000,"Vassar, Phil",Just Another Day In Paradise,03:54,Country,8,38,18/11/2000
2000,Everclear,Wonderful,04:30,Rock,20,39,18/11/2000
2000,Madonna,Music,03:45,Rock,15,4,18/11/2000
2000,Janet,Doesn't Really Matter,04:17,Rock,23,40,18/11/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,36,41,18/11/2000
2000,"Paisley, Brad",We Danced,03:45,Country,6,42,18/11/2000
2000,"Jean, Wyclef",911,04:00,Rap,7,43,18/11/2000
2000,BBMak,Back Here,03:35,Rock,30,45,18/11/2000
2000,"McGraw, Tim",My Next Thirty Years,03:37,Country,5,46,18/11/2000
2000,"Dixie Chicks, The",Without You,03:32,Country,7,48,18/11/2000
2000,"Strait, George",Go On,03:48,Country,13,49,18/11/2000
2000,Pink,Most Girls,04:06,Rock,15,5,18/11/2000
2000,Creed,Higher,05:16,Rock,63,50,18/11/2000
2000,Bon Jovi,It's My Life,03:44,Rock,15,51,18/11/2000
2000,"Gill, Vince",Feels Like Love,04:13,Country,12,52,18/11/2000
2000,Lil Bow Wow,Bounce With Me,03:22,Rap,14,53,18/11/2000
2000,Musiq,Just Friends (Sunny),04:02,Rap,6,54,18/11/2000
2000,"Evans, Sara",Born To Fly,05:36,Country,5,55,18/11/2000
2000,Avant,My First Love,04:28,Rock,3,56,18/11/2000
2000,Eminem,Stan,05:26,Rap,3,57,18/11/2000
2000,"Chesney, Kenny",I Lost It,03:54,Country,5,58,18/11/2000
2000,"Jackson, Alan",www.memory,02:36,Country,3,59,18/11/2000
2000,"Mumba, Samantha",Gotta Tell You,03:19,Rock,11,6,18/11/2000
2000,Usher,Pop Ya Collar,03:36,Rock,3,60,18/11/2000
2000,"Adams, Yolanda",Open My Heart,05:30,Gospel,13,61,18/11/2000
2000,Beenie Man,Girls Dem Sugar,04:17,Reggae,5,62,18/11/2000
2000,"McBride, Martina",There You Are,03:26,Country,11,63,18/11/2000
2000,Papa Roach,Last Resort,03:19,Rock,17,64,18/11/2000
2000,Baha Men,Who Let The Dogs Out,03:17,R&B,18,65,18/11/2000
2000,Changing Faces,That Other Woman,04:00,Rock,8,66,18/11/2000
2000,3 Doors Down,Loser,04:24,Rock,5,67,18/11/2000
2000,"Tippin, Aaron",Kiss This,02:53,Country,13,68,18/11/2000
